season_order,episode_number_global,season_number,seaons_label,episode_number,episode_name,person_name,type,type_short,type_number,mentioned_by,quote/context,type_of_issue,special_category,special_category_first
26,309,24,24,2,South ParQ Vaccination Special,Joe Biden,depicted,d,2,,"His photo on the board in the Whites' residence's basement, where QAnon follower meet.", ,,
26,309,24,24,2,South ParQ Vaccination Special,Vladimir Putin,depicted,d,2,,"His photo on the board in the Whites' residence's basement, where QAnon follower meet.", ,,
26,309,24,24,2,South ParQ Vaccination Special,George Clooney,depicted,d,2,,"""The Hollywood elites! All of them, rich, powerful people who got to where they were by drinking adrenochrome from tortured children!""", ,,
26,309,24,24,2,South ParQ Vaccination Special,Trey Parker,depicted,d,2,,"""The Hollywood elites! All of them, rich, powerful people who got to where they were by drinking adrenochrome from tortured children!""", ,,
26,309,24,24,2,South ParQ Vaccination Special,Matt Stone,depicted,d,2,,"""The Hollywood elites! All of them, rich, powerful people who got to where they were by drinking adrenochrome from tortured children!""", ,,
26,309,24,24,2,South ParQ Vaccination Special,Ellen DeGeneres,depicted,d,2,,"""The Hollywood elites! All of them, rich, powerful people who got to where they were by drinking adrenochrome from tortured children!""", ,,
26,309,24,24,2,South ParQ Vaccination Special,Al Gore,appeared,a,1,,Seen celebrating the end of COVID with South Park residents., ,,
26,309,24,24,2,South ParQ Vaccination Special,Kanye West,appeared,a,1,,Seen celebrating the end of COVID with South Park residents., ,,
26,309,24,24,2,South ParQ Vaccination Special,David Blaine,appeared,a,1,,Seen celebrating the end of COVID with South Park residents., ,,
26,309,24,24,2,South ParQ Vaccination Special,Colonel Sanders,appeared,a,1,,Seen celebrating the end of COVID with South Park residents., ,,
26,309,24,24,2,South ParQ Vaccination Special,Michael Moore,appeared,a,1,,Seen celebrating the end of COVID with South Park residents., ,,
26,309,24,24,2,South ParQ Vaccination Special,Brad Paisley,appeared,a,1,,Seen celebrating the end of COVID with South Park residents., ,,
26,309,24,24,2,South ParQ Vaccination Special,Merrill Osmond,appeared,a,1,,"A shot from the music video ""Down By The Lazy River"" by The Osmonds is shown when South Park residents celebrate the end of COVID.", ,,
26,309,24,24,2,South ParQ Vaccination Special,Alan Osmond,appeared,a,1,,"A shot from the music video ""Down By The Lazy River"" by The Osmonds is shown when South Park residents celebrate the end of COVID.", ,,
26,309,24,24,2,South ParQ Vaccination Special,Wayne Osmond,appeared,a,1,,"A shot from the music video ""Down By The Lazy River"" by The Osmonds is shown when South Park residents celebrate the end of COVID.", ,,
26,309,24,24,2,South ParQ Vaccination Special,Jay Osmond,appeared,a,1,,"A shot from the music video ""Down By The Lazy River"" by The Osmonds is shown when South Park residents celebrate the end of COVID.", ,,
26,309,24,24,2,South ParQ Vaccination Special,Donnie Osmond,appeared,a,1,,"A shot from the music video ""Down By The Lazy River"" by The Osmonds is shown when South Park residents celebrate the end of COVID.", ,,
26,309,24,24,2,South ParQ Vaccination Special,Jimmi Osmond,appeared,a,1,,"A shot from the music video ""Down By The Lazy River"" by The Osmonds is shown when South Park residents celebrate the end of COVID.", ,,
27,310,,Specials,1,South Park: Post COVID,Alfred Nobel,depicted,d,2,,Nobel ceremony lectern., ,,
27,311,,Specials,2,South Park: Post COVID: The Return of COVID,Andrew Cuomo,appeared,a,1,,"""It's called social distancing. If we stay six feet apart from each other and wear a mask… And also I'm shutting down the city and I'm a pervert. And we've got to get control of this thing!""", ,,
27,311,,Specials,2,South Park: Post COVID: The Return of COVID,LeBron James,appeared,a,1,,"Announces that he would no longer shoot Space Jam 2, citing that he cannot support Chinese censorship.", ,,
27,311,,Specials,2,South Park: Post COVID: The Return of COVID,Bill Clinton,mentioned,m,3,Cartman,"""Morality? Father, if you were given the opportunity to go back in time and somehow stop Bill Clinton, wouldn't you have to do it?""", ,,
27,311,,Specials,2,South Park: Post COVID: The Return of COVID,Danilo Gallinari,appeared,a,1,,Denver Nuggets #8. Seen playing against LA Clippers., ,,
27,311,,Specials,2,South Park: Post COVID: The Return of COVID,Ty Lawson,appeared,a,1,,Denver Nuggets #3. Seen playing against LA Clippers., ,,
27,311,,Specials,2,South Park: Post COVID: The Return of COVID,Qanon Shaman,appeared,a,1,,Seen among the QAnon crowd when they admit storming the capitol was wrong., ,,
28,312,25,25,1,Pajama Day,Matt Damon,mentioned,m,3,Cartman,"""Brah, we can have some Goddamn balls! What does Matt Damon say on that Bitcoin commercial? Fortune favors the brave.""", ,,
28,312,25,25,1,Pajama Day,Adolf Hitler,mentioned,m,3,Reporter,"""Tom, guten tag and heil Hitler. Apparently, we are living in Nazi Germany. The elementary school behind me is telling some students they can't wear their pajamas to pajama day.""", ,,
28,313,25,25,2,The Big Fix,J. R. R. Tolkien,mentioned,m,3,Steve Black,"""Sorry, I don't think it's that weird. J. R .R. Tolkien is one of the most prolific, influential writers of our time.""", ,,
28,313,25,25,2,The Big Fix,Paul McCartney,mentioned,m,3,Judge,"""The complaint says that you asked for the rights to the song ""Ebony and Ivory,"" but when you were turned down by Paul McCartney, you copied the song into something similar.""", ,,
28,314,25,25,3,City People,Jesse Jackson,depicted,d,2,,Photo with Tolkien's father in Tolkien's house., ,,
28,315,25,25,4,Back to the Cold War,Vladimir Putin,appeared,a,1,,Dances shirtless in front of his desk in response to the war crisis., ,,
28,315,25,25,4,Back to the Cold War,Sergei Shoigu,appeared,a,1,,Watches the dressage competition., ,,
28,315,25,25,4,Back to the Cold War,Michael Jackson,depicted,d,2,,"""Thriller"" poster in Mr. Mackey's room.", ,,
28,315,25,25,4,Back to the Cold War,Sylvester Stallone,depicted,d,2,,"""Rambo"" poster in Mr. Mackey's room.",character?,,
28,316,25,25,5,"Help, My Teenager Hates Me!",Albert Einstein,depicted,d,2,,Poster in Kyle's room., ,einstein_1,
28,317,25,25,6,Credigree Weed St. Patrick's Day Special,Harvey Weinstein,mentioned,m,3,Detective,"""Don't move, Weinstein, you've got nowhere else to go!""", ,,
29,318,,Specials,1,South Park The Streaming Wars,Matt Damon,mentioned,m,3,Cartman,"""You remember what Matt Damon said? Fortune favors the brave, Mom.""", ,,
29,318,,Specials,1,South Park The Streaming Wars,Ariana Grande,mentioned,m,3,Kenny,"""Last night, I had a dream that Ariana Grande was trying to fuck her own ass with a gun, but then she farted, and blood shot out her dick.""", ,,
29,318,,Specials,1,South Park The Streaming Wars,John Elway,depicted,d,2,,A large real life photo of Elway is also seen hung in the Denver City Council., ,elway,TRUE
29,319,,Specials,2,South Park The Streaming Wars Part 2,John Elway,depicted,d,2,,A large real life photo of Elway is also seen hung in the Denver City Council., ,elway,
29,319,,Specials,2,South Park The Streaming Wars Part 2,Penney S. Azcarate,appeared,a,1,,Seen in the background as the judge for the court during the Streaming Wars court trial., ,,
29,319,,Specials,2,South Park The Streaming Wars Part 2,Matt Damon,appeared,a,1,,"""Hi. I'm Matt Damon. Me and all my Hollywood friends have a little secret to share.""", ,,
29,319,,Specials,2,South Park The Streaming Wars Part 2,Gwyneth Paltrow,appeared,a,1,,"""Hi, I'm Gwyneth Paltrow. I got women everywhere excited about investing in crypto. And now there's something even better to invest in.""", ,,
29,319,,Specials,2,South Park The Streaming Wars Part 2,Larry David,appeared,a,1,,"""Hello, I'm Larry David. When I made my Superbowl commercial for crypto, I didn't even really know what it was! But thanks to the money I made, I now can enjoy my favorite beverage every day!""", ,,
29,319,,Specials,2,South Park The Streaming Wars Part 2,Naomi Osaka,appeared,a,1,,"""Hi, my name is Naomi Osaka. And I enjoy crypto just like I enjoy fresh piss on my organic greens.""", ,,
29,319,,Specials,2,South Park The Streaming Wars Part 2,Reese Witherspoon,appeared,a,1,,"""I'm Reese Witherspoon. I think crypto is a great idea, but there's one investment that's even smarter. That's why when my family is enjoying festive party games, we do it in pee.""", ,,
29,319,,Specials,2,South Park The Streaming Wars Part 2,LeBron James,appeared,a,1,,Among the several celebrities shooting a final commercial for Pi-Pi's streaming service in a pool full of pee., ,,
29,319,,Specials,2,South Park The Streaming Wars Part 2,Tom Brady,appeared,a,1,,Among the several celebrities shooting a final commercial for Pi-Pi's streaming service in a pool full of pee., ,,
29,319,,Specials,2,South Park The Streaming Wars Part 2,Iggy Azalea,depicted,d,2,,Her photo on a magazine cover on Randy's face., ,,
30,320,26,26,1,Cupid Ye,Adolf Hitler,depicted,d,2,,Cupid Ye (parody of Kanye West) had decorated the bathrooms as an altar to Hitler., ,,
30,320,26,26,1,Cupid Ye,Kanye West,depicted,d,2,,"Cupid Ye is a parody of Kanye West. ""Yeah, so Hitler actually wasn’t a bad guy.""",parody,,
30,320,26,26,1,Cupid Ye,Antonio Guterres,appeared,a,1,,"Praises Kyle for being passionate, commenting that he thinks about things the way as adults should.", ,,
30,321,26,26,2,The Worldwide Privacy Tour,Prince Harry,appeared,a,1,,Both the Prince and Princess of Canada are parodies of Prince Harry and Meghan Markle.,parody,,
30,321,26,26,2,The Worldwide Privacy Tour,Meghan Markle,appeared,a,1,,Both the Prince and Princess of Canada are parodies of Prince Harry and Meghan Markle.,parody,,
30,321,26,26,2,The Worldwide Privacy Tour,Elizabeth II,appeared,a,1,,The deceased Queen of Canada is a parody of Elizabeth II.,parody,,
30,321,26,26,2,The Worldwide Privacy Tour,Elton John,appeared,a,1,,Sir Smelly John is a parody of Elton John.,parody,,
30,321,26,26,2,The Worldwide Privacy Tour,Albert Einstein,depicted,d,2,,Poster in Kyle's room., ,einstein_1,
30,321,26,26,2,The Worldwide Privacy Tour,Ivica Zubac,appeared,a,1,,Los Angeles Lakers (number 40). Seen playing against Brooklyn Nets when the game is interrupted by The Worldwide Privacy Tour., ,,
30,321,26,26,2,The Worldwide Privacy Tour,Mikal Bridges,appeared,a,1,,Brooklyn Nets (number 1). Seen playing against Los Angeles Lakers when the game is interrupted by The Worldwide Privacy Tour., ,,
30,322,26,26,3,Japanese Toilet,John F. Kennedy,mentioned,m,3,Randy,"""Because the people don't know that these toilets are awesome, and I'm just, like, the well-respected guy who's trying to open people's eyes like JFK.""", ,,
30,323,26,26,4,Deep Learning,Wolfgang Mozart,depicted,d,2,,Bust on Mr. Garrison's table in his classroom., ,mozart,
30,324,26,26,5,DikinBaus Hot Dogs,Joe Biden,mentioned,m,3,Darryl Weathers,"""Well, I was working down at the Budd factory in Fort Collins, but then Joe Biden caused a recession, so they took my job!""", ,,
30,325,26,26,6,Spring Break,Joe Biden,mentioned,m,3,Mr. Garrison,"""Yeah! I mean, Joe Biden obviously thinks immigrants are made of gold or something! Piece of shit!""", ,,
30,325,26,26,6,Spring Break,Hunter Biden,mentioned,m,3,Mr. Garrison,"""Alright, I guess I can rally just a little bit longer. I mean, after all, I am here for you. I am your warrior! Liberal left! Hunter Biden laptop!""", ,,
30,325,26,26,6,Spring Break,Andrew Tate,appeared,a,1,,Alonzo Fineski (a Romanian sex trafficker) is a parody of Andrew Tate.,parody,,
31,326,,Specials,1,South Park: Joining the Panderverse,Bob Iger,appeared,a,1,,Initially dismisses the idea that the Kathleen Kennedy they had encountered recently was from another universe., ,,
31,326,,Specials,1,South Park: Joining the Panderverse,Kathleen Kennedy,appeared,a,1,,"""Put a chick in there! Make her lame and gay!""", ,,
31,326,,Specials,1,South Park: Joining the Panderverse,Taylor Swift,mentioned,m,3,Sergeant Yates from a parallel universe,"""More honkies? What is this, a Taylor Swift concert?""", ,,
31,326,,Specials,1,South Park: Joining the Panderverse,Albert Einstein,depicted,d,2,,Poster in Kyle's room., ,einstein_1,
31,326,,Specials,1,South Park: Joining the Panderverse,Colonel Sanders,depicted,d,2,,KFC billboard with diverse Sanders with huge knockers., ,,
31,326,,Specials,1,South Park: Joining the Panderverse,Wolfgang Mozart,depicted,d,2,,Bust on Ms. Garrison's table in her classroom in the alternative universe., ,,
31,326,,Specials,1,South Park: Joining the Panderverse,Walt Disney,depicted,d,2,,"Shot of the back of the ""Partners"" statue, depicting Walt Disney holding the hand of Mickey Mouse.", ,,
31,327,,Specials,2,South Park (Not Suitable for Children),Logan Paul,appeared,a,1,,"LoganLeDouche, an online influencer promoting Cred in his videos, is a parody of Logan Paul.", ,,
31,327,,Specials,2,South Park (Not Suitable for Children),Lena The Plug,mentioned,m,3,,A thumbnail on Randy's OnlyFans page., ,,
31,327,,Specials,2,South Park (Not Suitable for Children),Tana Mongeau,depicted,d,2,,A thumbnail on Randy's OnlyFans page (with a portrait)., ,,
31,327,,Specials,2,South Park (Not Suitable for Children),James Charles,depicted,d,2,,"""21 million followers"" poster in the Influencer Talent Agency office.", ,,
31,328,,Specials,3,South Park: The End of Obesity,Lizzo,mentioned,m,3,Doctor,"""Alright. I’m gonna write you a prescription for Lizzo.""", ,,
31,328,,Specials,3,South Park: The End of Obesity,Khloe Kardashian,appeared,a,1,,"Appears in the episode intro, posing for cameras.", ,,
31,328,,Specials,3,South Park: The End of Obesity,Kyle Richards,appeared,a,1,,"Appears in the episode intro, posing for cameras.", ,,
31,328,,Specials,3,South Park: The End of Obesity,Oprah Winfrey,appeared,a,1,,"Appears in the episode intro, talking about weight loss drugs.", ,,
31,328,,Specials,3,South Park: The End of Obesity,Stephanie Gosk,appeared,a,1,,"Appears in the episode intro, where she interviews Dr. Daniel Skovronsky.", ,,
31,328,,Specials,3,South Park: The End of Obesity,J. Robert Oppenheimer,mentioned,m,3,Butters,"""It's a cereal bomb, with Twinkies and gravy. He said it's called an Oppenheimer.""", ,,
31,328,,Specials,3,South Park: The End of Obesity,Stormy Daniels,mentioned,m,3,Butters,"""He said it's called a Stormy Daniels.""", ,,
1,1,1,1,1,Cartman Gets an Anal Probe,,skeleton,,0,,,,,
1,2,1,1,2,Volcano,,skeleton,,0,,,,,
1,3,1,1,3,Weight Gain 4000,,skeleton,,0,,,,,
1,4,1,1,4,Big Gay Al's Big Gay Boat Ride,,skeleton,,0,,,,,
1,5,1,1,5,An Elephant Makes Love to a Pig,,skeleton,,0,,,,,
1,6,1,1,6,Death,,skeleton,,0,,,,,
1,7,1,1,7,Pinkeye,,skeleton,,0,,,,,
1,8,1,1,8,Starvin' Marvin,,skeleton,,0,,,,,
1,9,1,1,9,"Mr. Hankey, the Christmas Poo",,skeleton,,0,,,,,
1,10,1,1,10,Damien,,skeleton,,0,,,,,
1,11,1,1,11,Tom's Rhinoplasty,,skeleton,,0,,,,,
1,12,1,1,12,Mecha-Streisand,,skeleton,,0,,,,,
1,13,1,1,13,Cartman's Mom Is a Dirty Slut,,skeleton,,0,,,,,
2,14,2,2,1,Terrance and Phillip in Not Without My Anus,,skeleton,,0,,,,,
2,15,2,2,2,Cartman's Mom Is Still a Dirty Slut,,skeleton,,0,,,,,
2,16,2,2,3,Ike's Wee Wee,,skeleton,,0,,,,,
2,17,2,2,4,Chickenlover,,skeleton,,0,,,,,
2,18,2,2,5,Conjoined Fetus Lady,,skeleton,,0,,,,,
2,19,2,2,6,The Mexican Staring Frog of Southern Sri Lanka,,skeleton,,0,,,,,
2,20,2,2,7,City on the Edge of Forever,,skeleton,,0,,,,,
2,21,2,2,8,Summer Sucks,,skeleton,,0,,,,,
2,22,2,2,9,Chef's Chocolate Salty Balls,,skeleton,,0,,,,,
2,23,2,2,10,Chickenpox,,skeleton,,0,,,,,
2,24,2,2,11,Roger Ebert Should Lay Off the Fatty Foods,,skeleton,,0,,,,,
2,25,2,2,12,Clubhouses,,skeleton,,0,,,,,
2,26,2,2,13,Cow Days,,skeleton,,0,,,,,
2,27,2,2,14,Chef Aid,,skeleton,,0,,,,,
2,28,2,2,15,Spookyfish,,skeleton,,0,,,,,
2,29,2,2,16,"Merry Christmas, Charlie Manson!",,skeleton,,0,,,,,
2,30,2,2,17,Gnomes,,skeleton,,0,,,,,
2,31,2,2,18,Prehistoric Ice Man,,skeleton,,0,,,,,
3,32,3,3,1,Rainforest Shmainforest,,skeleton,,0,,,,,
3,33,3,3,2,Spontaneous Combustion,,skeleton,,0,,,,,
3,34,3,3,3,Succubus,,skeleton,,0,,,,,
3,35,3,3,4,Jakovasaurs,,skeleton,,0,,,,,
3,36,3,3,5,Tweek vs. Craig,,skeleton,,0,,,,,
4,36.5,3.5,Movie,1,"South Park: Bigger, Longer & Uncut",,skeleton,,0,,,,,
5,37,3,3,6,Sexual Harassment Panda,,skeleton,,0,,,,,
5,38,3,3,7,Cat Orgy,,skeleton,,0,,,,,
5,39,3,3,8,Two Guys Naked in a Hot Tub,,skeleton,,0,,,,,
5,40,3,3,9,Jewbilee,,skeleton,,0,,,,,
5,41,3,3,10,Korn's Groovy Pirate Ghost Mystery,,skeleton,,0,,,,,
5,42,3,3,11,Chinpokomon,,skeleton,,0,,,,,
5,43,3,3,12,Hooked on Monkey Fonics,,skeleton,,0,,,,,
5,44,3,3,13,Starvin' Marvin in Space,,skeleton,,0,,,,,
5,45,3,3,14,The Red Badge of Gayness,,skeleton,,0,,,,,
5,46,3,3,15,Mr. Hankey's Christmas Classics,,skeleton,,0,,,,,
5,47,3,3,16,"Are You There God? It's Me, Jesus",,skeleton,,0,,,,,
5,48,3,3,17,World Wide Recorder Concert,,skeleton,,0,,,,,
6,49,4,4,1,The Tooth Fairy's Tats 2000,,skeleton,,0,,,,,
6,50,4,4,2,Cartman's Silly Hate Crime 2001,,skeleton,,0,,,,,
6,51,4,4,3,Timmy 2000,,skeleton,,0,,,,,
6,52,4,4,4,Quintuplets 2000,,skeleton,,0,,,,,
6,53,4,4,5,Cartman Joins NAMBLA,,skeleton,,0,,,,,
6,54,4,4,6,Cherokee Hair Tampons,,skeleton,,0,,,,,
6,55,4,4,7,Chef Goes Nanners,,skeleton,,0,,,,,
6,56,4,4,8,Something You Can Do with Your Finger,,skeleton,,0,,,,,
6,57,4,4,9,Do the Handicapped Go to Hell?,,skeleton,,0,,,,,
6,58,4,4,10,Probably,,skeleton,,0,,,,,
6,59,4,4,11,Fourth Grade,,skeleton,,0,,,,,
6,60,4,4,12,Trapper Keeper,,skeleton,,0,,,,,
6,61,4,4,13,Helen Keller! The Musical,,skeleton,,0,,,,,
6,62,4,4,14,Pip,,skeleton,,0,,,,,
6,63,4,4,15,Fat Camp,,skeleton,,0,,,,,
6,64,4,4,16,The Wacky Molestation Adventure,,skeleton,,0,,,,,
6,65,4,4,17,A Very Crappy Christmas,,skeleton,,0,,,,,
7,66,5,5,1,It Hits the Fan,,skeleton,,0,,,,,
7,67,5,5,2,Cripple Fight,,skeleton,,0,,,,,
7,68,5,5,3,Super Best Friends,,skeleton,,0,,,,,
7,69,5,5,4,Scott Tenorman Must Die,,skeleton,,0,,,,,
7,70,5,5,5,Terrance and Phillip: Behind the Blow,,skeleton,,0,,,,,
7,71,5,5,6,Cartmanland,,skeleton,,0,,,,,
7,72,5,5,7,Proper Condom Use,,skeleton,,0,,,,,
7,73,5,5,8,Towelie,,skeleton,,0,,,,,
7,74,5,5,9,Osama bin Laden Has Farty Pants,,skeleton,,0,,,,,
7,75,5,5,10,How to Eat with Your Butt,,skeleton,,0,,,,,
7,76,5,5,11,The Entity,,skeleton,,0,,,,,
7,77,5,5,12,Here Comes the Neighborhood,,skeleton,,0,,,,,
7,78,5,5,13,Kenny Dies,,skeleton,,0,,,,,
7,79,5,5,14,Butters' Very Own Episode,,skeleton,,0,,,,,
8,80,6,6,1,Jared Has Aides,,skeleton,,0,,,,,
8,81,6,6,2,Asspen,,skeleton,,0,,,,,
8,82,6,6,3,Freak Strike,,skeleton,,0,,,,,
8,83,6,6,4,Fun with Veal,,skeleton,,0,,,,,
8,84,6,6,5,The New Terrance and Phillip Movie Trailer,,skeleton,,0,,,,,
8,85,6,6,6,Professor Chaos,,skeleton,,0,,,,,
8,86,6,6,7,Simpsons Already Did It,,skeleton,,0,,,,,
8,87,6,6,8,Red Hot Catholic Love,,skeleton,,0,,,,,
8,88,6,6,9,Free Hat,,skeleton,,0,,,,,
8,89,6,6,10,Bebe's Boobs Destroy Society,,skeleton,,0,,,,,
8,90,6,6,11,Child Abduction Is Not Funny,,skeleton,,0,,,,,
8,91,6,6,12,A Ladder to Heaven,,skeleton,,0,,,,,
8,92,6,6,13,The Return of the Fellowship of the Ring to the Two Towers,,skeleton,,0,,,,,
8,93,6,6,14,The Death Camp of Tolerance,,skeleton,,0,,,,,
8,94,6,6,15,The Biggest Douche in the Universe,,skeleton,,0,,,,,
8,95,6,6,16,My Future Self 'n' Me,,skeleton,,0,,,,,
8,96,6,6,17,Red Sleigh Down,,skeleton,,0,,,,,
9,97,7,7,1,Cancelled,,skeleton,,0,,,,,
9,98,7,7,2,Krazy Kripples,,skeleton,,0,,,,,
9,99,7,7,3,Toilet Paper,,skeleton,,0,,,,,
9,100,7,7,4,I'm a Little Bit Country,,skeleton,,0,,,,,
9,101,7,7,5,Fat Butt and Pancake Head,,skeleton,,0,,,,,
9,102,7,7,6,Lil' Crime Stoppers,,skeleton,,0,,,,,
9,103,7,7,7,Red Man's Greed,,skeleton,,0,,,,,
9,104,7,7,8,South Park Is Gay,,skeleton,,0,,,,,
9,105,7,7,9,Christian Rock Hard,,skeleton,,0,,,,,
9,106,7,7,10,Grey Dawn,,skeleton,,0,,,,,
9,107,7,7,11,Casa Bonita,,skeleton,,0,,,,,
9,108,7,7,12,All About Mormons,,skeleton,,0,,,,,
9,109,7,7,13,Butt Out,,skeleton,,0,,,,,
9,110,7,7,14,Raisins,,skeleton,,0,,,,,
9,111,7,7,15,It's Christmas in Canada,,skeleton,,0,,,,,
10,112,8,8,1,Good Times with Weapons,,skeleton,,0,,,,,
10,113,8,8,2,Up the Down Steroid,,skeleton,,0,,,,,
10,114,8,8,3,The Passion of the Jew,,skeleton,,0,,,,,
10,115,8,8,4,You Got F'd in the A,,skeleton,,0,,,,,
10,116,8,8,5,Awesom-O,,skeleton,,0,,,,,
10,117,8,8,6,The Jeffersons,,skeleton,,0,,,,,
10,118,8,8,7,Goobacks,,skeleton,,0,,,,,
10,119,8,8,8,Douche and Turd,,skeleton,,0,,,,,
10,120,8,8,9,Something Wall-Mart This Way Comes,,skeleton,,0,,,,,
10,121,8,8,10,Pre-School,,skeleton,,0,,,,,
10,122,8,8,11,Quest for Ratings,,skeleton,,0,,,,,
10,123,8,8,12,Stupid Spoiled Whore Video Playset,,skeleton,,0,,,,,
10,124,8,8,13,Cartman's Incredible Gift,,skeleton,,0,,,,,
10,125,8,8,14,Woodland Critter Christmas,,skeleton,,0,,,,,
11,126,9,9,1,Mr. Garrison's Fancy New Vagina,,skeleton,,0,,,,,
11,127,9,9,2,"Die Hippie, Die",,skeleton,,0,,,,,
11,128,9,9,3,Wing,,skeleton,,0,,,,,
11,129,9,9,4,Best Friends Forever,,skeleton,,0,,,,,
11,130,9,9,5,The Losing Edge,,skeleton,,0,,,,,
11,131,9,9,6,The Death of Eric Cartman,,skeleton,,0,,,,,
11,132,9,9,7,Erection Day,,skeleton,,0,,,,,
11,133,9,9,8,Two Days Before the Day After Tomorrow,,skeleton,,0,,,,,
11,134,9,9,9,Marjorine,,skeleton,,0,,,,,
11,135,9,9,10,Follow That Egg!,,skeleton,,0,,,,,
11,136,9,9,11,Ginger Kids,,skeleton,,0,,,,,
11,137,9,9,12,Trapped in the Closet,,skeleton,,0,,,,,
11,138,9,9,13,Free Willzyx,,skeleton,,0,,,,,
11,139,9,9,14,Bloody Mary,,skeleton,,0,,,,,
12,140,10,10,1,The Return of Chef,,skeleton,,0,,,,,
12,141,10,10,2,Smug Alert!,,skeleton,,0,,,,,
12,142,10,10,3,Cartoon Wars Part I,,skeleton,,0,,,,,
12,143,10,10,4,Cartoon Wars Part II,,skeleton,,0,,,,,
12,144,10,10,5,A Million Little Fibers,,skeleton,,0,,,,,
12,145,10,10,6,ManBearPig,,skeleton,,0,,,,,
12,146,10,10,7,Tsst,,skeleton,,0,,,,,
12,147,10,10,8,"Make Love, Not Warcraft",,skeleton,,0,,,,,
12,148,10,10,9,Mystery of the Urinal Deuce,,skeleton,,0,,,,,
12,149,10,10,10,Miss Teacher Bangs a Boy,,skeleton,,0,,,,,
12,150,10,10,11,Hell on Earth 2006,,skeleton,,0,,,,,
12,151,10,10,12,Go God Go,,skeleton,,0,,,,,
12,152,10,10,13,Go God Go XII,,skeleton,,0,,,,,
12,153,10,10,14,Stanley's Cup,,skeleton,,0,,,,,
13,154,11,11,1,With Apologies to Jesse Jackson,,skeleton,,0,,,,,
13,155,11,11,2,Cartman Sucks,,skeleton,,0,,,,,
13,156,11,11,3,Lice Capades,,skeleton,,0,,,,,
13,157,11,11,4,The Snuke,,skeleton,,0,,,,,
13,158,11,11,5,Fantastic Easter Special,,skeleton,,0,,,,,
13,159,11,11,6,D-Yikes!,,skeleton,,0,,,,,
13,160,11,11,7,Night of the Living Homeless,,skeleton,,0,,,,,
13,161,11,11,8,Le Petit Tourette,,skeleton,,0,,,,,
13,162,11,11,9,More Crap,,skeleton,,0,,,,,
13,163,11,11,10,Imaginationland Episode I,,skeleton,,0,,,,,
13,164,11,11,11,Imaginationland Episode II,,skeleton,,0,,,,,
13,165,11,11,12,Imaginationland Episode III,,skeleton,,0,,,,,
13,166,11,11,13,Guitar Queer-O,,skeleton,,0,,,,,
13,167,11,11,14,The List,,skeleton,,0,,,,,
14,168,12,12,1,Tonsil Trouble,,skeleton,,0,,,,,
14,169,12,12,2,Britney's New Look,,skeleton,,0,,,,,
14,170,12,12,3,Major Boobage,,skeleton,,0,,,,,
14,171,12,12,4,Canada on Strike,,skeleton,,0,,,,,
14,172,12,12,5,"Eek, a Penis!",,skeleton,,0,,,,,
14,173,12,12,6,Over Logging,,skeleton,,0,,,,,
14,174,12,12,7,Super Fun Time,,skeleton,,0,,,,,
14,175,12,12,8,The China Probrem,,skeleton,,0,,,,,
14,176,12,12,9,Breast Cancer Show Ever,,skeleton,,0,,,,,
14,177,12,12,10,Pandemic,,skeleton,,0,,,,,
14,178,12,12,11,Pandemic 2: The Startling,,skeleton,,0,,,,,
14,179,12,12,12,About Last Night...,,skeleton,,0,,,,,
14,180,12,12,13,Elementary School Musical,,skeleton,,0,,,,,
14,181,12,12,14,The Ungroundable,,skeleton,,0,,,,,
15,182,13,13,1,The Ring,,skeleton,,0,,,,,
15,183,13,13,2,The Coon,,skeleton,,0,,,,,
15,184,13,13,3,Margaritaville,,skeleton,,0,,,,,
15,185,13,13,4,"Eat, Pray, Queef",,skeleton,,0,,,,,
15,186,13,13,5,Fishsticks,,skeleton,,0,,,,,
15,187,13,13,6,Pinewood Derby,,skeleton,,0,,,,,
15,188,13,13,7,Fatbeard,,skeleton,,0,,,,,
15,189,13,13,8,Dead Celebrities,,skeleton,,0,,,,,
15,190,13,13,9,Butters' Bottom Bitch,,skeleton,,0,,,,,
15,191,13,13,10,W.T.F.,,skeleton,,0,,,,,
15,192,13,13,11,Whale Whores,,skeleton,,0,,,,,
15,193,13,13,12,The F Word,,skeleton,,0,,,,,
15,194,13,13,13,Dances with Smurfs,,skeleton,,0,,,,,
15,195,13,13,14,Pee,,skeleton,,0,,,,,
16,196,14,14,1,Sexual Healing,,skeleton,,0,,,,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,,skeleton,,0,,,,,
16,198,14,14,3,Medicinal Fried Chicken,,skeleton,,0,,,,,
16,199,14,14,4,You Have 0 Friends,,skeleton,,0,,,,,
16,200,14,14,5,200,,skeleton,,0,,,,,
16,201,14,14,6,201,,skeleton,,0,,,,,
16,202,14,14,7,Crippled Summer,,skeleton,,0,,,,,
16,203,14,14,8,Poor and Stupid,,skeleton,,0,,,,,
16,204,14,14,9,It's a Jersey Thing,,skeleton,,0,,,,,
16,205,14,14,10,Insheeption,,skeleton,,0,,,,,
16,206,14,14,11,Coon 2: Hindsight,,skeleton,,0,,,,,
16,207,14,14,12,Mysterion Rises,,skeleton,,0,,,,,
16,208,14,14,13,Coon vs. Coon and Friends,,skeleton,,0,,,,,
16,209,14,14,14,Creme Fraiche,,skeleton,,0,,,,,
